risk_tolerance,investment_experience,liquidity_needs,time_spent,first_deposit_amount,time_horizon,churned_01
5,3,5,19.7995666667,100.0,3,0
5,3,5,4.3,5.0,5,0
5,3,5,0.0,100.0,1,0
5,3,5,16.145,50.0,5,0
5,5,5,11.7963166667,1500.0,5,0
5,3,5,0.0,10.0,5,0
5,1,5,41.2887833333,100.0,1,0
1,3,5,33.7029166667,10.0,1,0
5,5,5,40.5918333333,1500.0,1,0
5,1,5,16.1373833333,500.0,3,0
3,1,1,31.5684333333,500.0,1,0
3,3,5,16.8940833333,10.0,1,0
5,3,5,0.0,2000.0,1,0
5,1,5,21.7370333333,10.49,1,0
3,1,3,255.079433333,100.0,1,0
5,3,5,0.0,200.0,5,0
5,1,1,25.6489666667,100.0,5,0
5,1,5,0.0,50.0,1,0
5,3,5,6.98068333333,500.0,1,0
3,1,5,3.6966,100.0,5,0
5,7,5,0.0,3000.0,3,0
3,1,5,23.1141333333,100.0,1,0
5,1,5,0.0,50.0,3,0
3,1,5,48.7477,2000.0,1,0
5,5,5,11.0508833333,250.0,3,0
5,5,5,0.0,200.0,5,0
3,1,5,1.76068333333,100.0,1,0
3,3,3,77.4551833333,2000.0,1,0
3,3,5,42.68365,20.0,1,0
3,1,3,56.3909166667,17.76,5,0
5,5,3,27.59625,1000.0,1,0
3,3,3,83.963,750.0,1,0
5,1,3,26.50275,1000.0,5,0
3,7,5,15.3485166667,200.0,3,0
3,1,3,40.3325833333,20.0,5,0
5,1,5,0.0,2000.0,5,0
3,1,5,72.8499333333,5000.0,1,0
5,5,3,2.21863333333,40.51,1,0
5,3,3,0.327716666667,250.0,1,0
5,7,5,2.73391666667,50.0,1,0
3,5,1,15.8849833333,10.0,1,0
3,3,3,0.0,1000.0,5,0
5,3,5,14.9102,25.0,1,0
5,1,5,6.97855,140.0,5,0
5,3,5,12.77215,50.0,1,0
5,3,5,0.0,20.0,1,0
3,1,5,197.606866667,50.0,1,0
5,3,3,87.81395,50.0,3,0
5,3,5,0.0,100.0,3,0
5,5,5,2.74921666667,100.0,1,0
5,1,5,79.2990666667,20.0,5,0
3,3,3,0.93415,40.0,1,0
5,3,5,13.5529666667,1000.0,5,0
5,5,5,135.926666667,1000.0,5,0
3,3,5,0.0,100.0,3,0
5,1,5,0.0,300.0,1,0
3,3,5,10.1015,20.0,1,0
5,3,5,66.36245,500.0,1,0
5,5,3,3.90195,3000.0,3,0
5,1,3,19.5325166667,500.0,1,0
5,5,3,11.87705,1500.0,3,0
3,3,5,41.8787333333,3000.0,3,0
5,3,5,3.26301666667,250.0,5,0
3,3,5,36.2691166667,1.0,1,0
3,3,5,0.0,4604.0,1,0
5,3,5,55.5599,1000.0,1,0
5,5,5,0.0,50.0,3,0
5,3,5,0.0,500.0,5,0
3,1,3,20.4437333333,10.0,1,0
1,1,5,0.0,100.0,1,0
5,5,5,168.644716667,50.0,5,0
5,3,5,13.2588166667,5000.0,5,0
3,3,5,14.3646166667,15.0,3,0
5,1,5,5.66236666667,100.0,5,0
5,3,5,11.7253333333,1000.0,5,0
5,3,3,36.1582833333,100.0,3,0
5,3,5,1.69843333333,100.0,1,0
5,3,5,0.0,100.0,1,0
5,3,1,10.7276333333,100.0,1,0
5,1,5,23.1123833333,100.0,5,0
5,3,5,5.1563,50.0,5,0
3,3,3,0.0,500.0,1,0
3,1,3,66.1361833333,50.0,1,0
5,3,5,0.0,1000.0,5,0
5,5,5,12.0103333333,50.0,1,0
3,1,5,16.8276333333,400.0,1,0
5,3,3,14.9870666667,600.0,1,0
3,1,5,0.0,50.0,1,0
3,5,5,0.0,250.0,1,0
5,5,5,23.8886166667,100.0,1,0
3,3,3,21.0226666667,100.0,5,0
3,3,5,0.0,100.0,3,0
5,3,5,9.10771666667,50.0,3,0
5,5,3,51.1537333333,1000.0,1,0
3,3,5,24.3033333333,100.0,1,0
5,1,5,0.0,100.0,1,0
5,3,3,52.4875833333,50.0,1,0
5,3,5,0.0,100.0,1,0
5,3,5,25.3853166667,1000.0,5,0
5,5,5,10.4762166667,500.0,1,0
3,5,5,47.8611833333,500.0,1,0
5,3,5,8.74941666667,200.0,1,0
5,5,5,0.0,5000.0,3,0
1,1,5,7.67655,20.0,1,0
1,3,5,24.2675666667,20.0,1,0
5,3,5,0.0,1000.0,1,0
3,3,5,26.05505,1000.0,1,0
5,5,5,0.0,100.0,5,0
5,5,5,0.0,1000.0,1,0
5,5,1,34.4786,380.0,5,0
3,1,3,8.54865,100.0,3,0
3,1,5,0.0,1000.0,1,0
5,3,5,11.9244,200.0,5,0
3,1,3,32.3406333333,50.0,1,0
5,5,1,7.87748333333,6000.0,5,0
5,3,5,19.3752166667,2000.0,1,0
5,1,3,17.6143833333,1000.0,1,0
1,1,5,15.7409833333,50.0,1,0
1,3,5,6.2182,20.0,1,0
5,3,5,7.47073333333,2500.0,3,0
5,1,5,18.2090666667,20.0,5,0
5,1,5,8.14416666667,100.0,1,0
3,3,5,0.0,100.0,1,0
5,3,5,0.0,510.0,1,0
5,3,5,37.3674166667,1000.0,1,0
5,1,5,8.96128333333,50.0,1,0
5,3,5,23.0887333333,19.96,5,0
3,1,5,12.1376333333,100.0,1,0
5,3,5,14.3746666667,150.0,1,0
5,1,5,36.5464833333,500.0,5,0
3,1,5,43.8711166667,125.0,3,0
3,3,1,42.4050333333,50.0,3,0
5,1,3,6.82161666667,250.0,1,0
1,3,5,50.7996666667,5000.0,1,0
3,5,3,70.5603333333,46.0,1,0
5,1,3,36.9008,50.0,1,0
5,5,3,9.08895,200.0,1,0
5,1,3,11.4639666667,500.0,5,0
5,1,5,4.80111666667,500.0,1,0
5,1,5,11.0182,4.0,5,0
3,1,5,3.71231666667,100.0,5,0
3,1,5,41.6439166667,150.0,1,0
5,5,3,0.0,1.0,1,0
5,3,5,6.14728333333,10.0,5,0
5,1,3,37.25715,100.0,5,0
5,5,5,93.9634333333,100.0,5,0
5,1,5,11.82005,20.0,3,0
3,5,5,5.3421,500.0,3,0
5,5,3,57.3807333333,15.0,1,0
3,1,3,65.9774833333,35.46,1,0
3,1,5,50.6065166667,10.0,5,0
3,1,5,5.27675,20.0,3,0
3,3,5,9.36736666667,2500.0,1,0
5,5,3,8.63416666667,22.0,3,0
3,3,5,0.916416666667,50.0,3,0
3,3,3,21.6729333333,10.0,5,0
5,3,5,13.0069,100.0,1,0
5,5,5,0.0,75.0,1,0
5,1,5,0.0,2000.0,1,0
5,7,5,0.0,1000.0,1,0
5,3,5,0.0,750.0,5,0
5,5,5,37.1619,1000.0,3,0
3,5,3,45.0205666667,1500.0,1,0
5,1,5,5.0105,200.0,1,0
5,3,3,28.5505666667,100.0,5,0
5,1,5,15.3295,1500.0,3,0
3,3,5,6.74286666667,10.0,5,0
5,1,5,161.8586,75.0,5,0
5,1,5,0.0,500.0,5,0
5,3,5,0.0,100.0,5,0
1,3,5,3.15308333333,100.0,1,0
5,3,5,18.8967166667,1500.0,1,0
5,5,5,0.0,200.0,5,0
5,3,5,0.0,40.0,5,0
1,5,5,84.5086666667,3000.0,5,0
5,1,5,17.1140166667,100.0,3,0
5,5,5,51.9320333333,20.0,1,0
5,3,5,12.4612,50.0,5,0
5,1,3,44.2365833333,1000.0,5,0
5,1,5,20.4858166667,500.0,1,0
5,3,5,43.9499666667,50.0,5,0
5,3,5,31.3847833333,1000.0,1,0
5,3,3,9.8177,500.0,1,0
5,3,5,5.68686666667,1000.0,5,0
3,1,5,5.4148,10.0,1,0
5,3,3,188.433916667,525.0,5,0
5,3,5,61.4772666667,500.0,1,0
5,1,3,35.9722166667,262.0,1,0
5,3,5,0.0,2800.0,1,0
3,5,5,10.2715833333,100.0,1,0
5,5,1,280.355916667,1000.0,1,0
3,3,5,25.3455,75.0,5,0
5,3,5,0.0,3000.0,5,0
5,1,5,0.0,100.0,1,0
5,5,3,35.7459833333,50.0,1,0
5,1,5,21.9213833333,30.0,1,0
5,5,3,5.31808333333,500.0,5,0
3,3,5,19.83745,100.0,5,0
5,3,5,0.0,1000.0,1,0
1,3,5,16.5970833333,20.0,1,0
5,3,5,10.16385,1000.0,3,0
5,5,3,31.9612333333,1000.0,5,0
5,3,5,29.5486833333,25.0,3,0
5,5,5,13.26255,500.0,1,0
3,3,5,234.144933333,1400.0,5,0
3,1,1,50.2768833333,200.0,1,0
3,3,5,45.1632166667,520.0,1,0
5,1,5,16.7085833333,25.0,1,0
5,1,5,10.6102666667,300.0,1,0
3,1,5,14.7996666667,1000.0,3,0
3,1,5,0.0,40.0,3,0
3,3,5,67.0677,700.0,1,0
5,3,5,26.6687166667,20.0,3,0
5,3,5,0.0,50.0,5,0
5,3,5,0.0,150.0,1,0
3,5,5,0.85805,250.0,5,0
5,3,3,70.4360166667,200.0,3,0
3,1,5,3.4214,1.0,1,0
5,3,3,47.0543666667,25.0,1,0
5,5,3,2.44175,50.0,5,0
3,5,5,64.8013833333,500.0,5,0
3,3,5,91.9176833333,80.0,5,0
3,3,5,0.0,100.0,1,0
5,3,3,12.3635333333,100.0,5,0
3,3,5,38.2821,50.0,1,0
5,1,5,0.0,200.0,5,0
5,1,3,49.11515,300.0,1,0
5,3,5,16.1223,100.0,1,0
5,5,5,0.0,500.0,3,0
3,3,5,12.2481666667,50.0,5,0
5,1,5,6.21383333333,150.0,5,0
5,3,3,22.3580833333,10.0,3,0
5,3,5,41.4013333333,250.0,1,0
5,1,5,20.22135,17.0,3,0
3,3,3,18.3668,10.0,5,0
5,1,5,4.18293333333,250.0,5,0
5,1,5,41.44105,1000.0,5,0
5,3,5,0.0,2000.0,1,0
5,3,5,5.8423,400.0,5,0
3,3,5,69.7114166667,200.0,1,0
5,3,5,15.8108166667,200.0,1,0
5,3,5,5.146,107.16,5,0
1,5,1,2.75351666667,100.0,1,0
5,3,5,13.2670333333,600.0,1,0
5,5,1,7.84541666667,100.0,1,0
1,1,5,0.0,50.0,1,0
5,1,5,16.8693833333,28.11,1,0
5,5,3,16.2812,100.0,5,0
5,5,5,19.6537833333,1000.0,1,0
5,3,5,209.884233333,5.0,5,0
3,1,5,22.7867,20.0,1,0
3,1,5,506.508316667,100.0,1,0
5,5,3,0.0,300.0,1,0
3,1,1,2.84808333333,20.0,1,0
5,3,5,0.0,200.0,3,0
5,3,5,0.0,5835.94,5,0
5,3,3,5.44413333333,100.0,1,0
1,5,5,13.7011333333,25.0,1,0
5,3,5,12.409,10.0,1,0
5,3,5,19.5559333333,48.46,1,0
3,3,5,54.2705833333,1.0,5,0
5,1,3,24.4795,100.0,5,0
5,3,5,24.5952833333,100.0,5,0
3,3,3,27.3080833333,100.0,3,0
5,3,5,0.0,150.0,1,0
3,3,1,0.0,100.0,1,0
5,1,1,227.354583333,500.0,1,0
5,3,5,8.09066666667,1000.0,1,0
5,5,5,8.54246666667,500.0,1,0
3,1,1,2.80615,25.0,1,0
3,3,5,15.1112333333,10.0,1,0
5,3,5,20.8458166667,100.0,1,0
5,3,3,88.7679333333,50.0,5,0
3,3,3,66.84575,967.2,1,0
5,3,5,0.0,100.0,5,0
5,3,5,0.0,500.0,1,0
5,1,3,0.0,100.0,1,0
3,1,5,72.7177166667,50.0,1,0
5,5,5,6.99498333333,25.0,3,0
5,3,3,24.4297166667,50.0,1,0
5,1,5,13.56165,12.98,3,0
5,3,5,11.69415,100.0,5,0
5,5,5,125.904783333,200.0,5,0
5,3,1,35.7985166667,100.0,5,0
3,7,5,93.7466333333,1.0,1,0
5,1,5,83.33435,320.0,5,0
5,1,3,24.3236833333,20.0,1,0
3,3,5,24.6130833333,15.0,1,0
5,3,5,17.1221333333,2000.0,1,0
3,3,5,0.0,50.0,5,0
5,1,5,23.5592666667,100.0,5,0
5,1,5,0.0,500.0,1,0
5,3,5,9.48981666667,25.0,5,0
5,5,5,23.8673666667,1000.0,1,0
5,1,5,31.8806333333,10000.0,1,0
5,3,5,14.8223333333,100.0,1,0
5,1,1,13.8673333333,2500.0,3,0
1,1,5,10.7362333333,100.0,1,0
3,1,1,10.0905333333,100.0,1,0
5,3,3,30.1122833333,100.0,5,0
3,3,5,1.48971666667,100.0,1,0
5,1,3,16.42795,100.0,5,0
5,5,5,0.0,2500.0,1,0
3,3,5,4.2173,2000.0,5,0
5,3,5,10.1501,20.0,1,0
5,5,5,28.6641166667,500.0,5,0
5,1,5,0.0,500.0,1,0
5,1,5,2.39483333333,10.0,1,0
5,5,5,23.2994,50.0,1,0
5,7,5,0.0,2000.0,1,0
5,3,5,30.341,25.0,1,0
5,5,5,21.0402833333,75.0,5,0
5,5,5,3.49651666667,300.0,5,0
3,5,5,39.3221666667,12.93,1,0
3,1,5,0.0,1.0,5,0
5,5,5,9.5393,1000.0,1,0
3,1,3,32.3519666667,25.0,1,0
3,1,5,36.0946,5.0,5,0
5,5,3,0.0,5000.0,5,0
5,3,3,12.2367166667,1000.0,1,0
5,5,5,65.7182333333,1000.0,5,0
5,5,5,44.2446166667,3000.0,1,0
3,1,3,31.8017,100.0,1,0
5,3,5,49.3754833333,500.0,3,0
5,1,5,8.80473333333,30.0,1,0
5,3,5,2.70751666667,100.0,5,0
3,3,3,0.0,100.0,5,0
5,1,5,2.06598333333,500.0,1,0
5,5,5,0.0,400.0,5,0
5,1,5,0.0,50.0,3,0
5,3,3,11.4213833333,1000.0,3,0
5,1,3,93.7466333333,200.0,5,0
3,3,1,6.74601666667,10000.0,1,0
3,1,3,12.60205,106.0,1,0
5,3,5,0.0,4000.0,3,0
5,5,3,4.05463333333,500.0,5,0
5,3,5,0.0,500.0,1,0
5,3,5,0.0,20.0,5,0
5,1,3,1.63518333333,100.0,3,0
3,5,5,0.0,5000.0,1,0
3,3,5,31.6452166667,5000.0,1,0
5,3,5,35.8255833333,40.0,3,0
5,3,5,104.967966667,50.0,3,0
5,3,5,0.0,120.0,5,0
5,3,5,18.5297833333,100.0,1,0
5,3,5,7.3016,1000.0,3,0
1,3,5,8.39426666667,100.0,1,0
5,5,3,6.15668333333,20.0,1,0
3,1,5,0.0,1500.0,1,0
3,5,5,48.3761166667,1000.0,5,0
5,1,5,11.18985,1000.0,3,0
3,1,3,28.80355,10.0,3,0
5,1,5,2.1231,500.0,1,0
5,1,3,23.74275,50.0,5,0
1,3,5,185.0751,10.0,1,0
5,1,5,0.0,50.0,5,0
3,5,5,0.0,1000.0,1,0
5,1,3,109.16195,100.0,5,0
5,5,5,8.21695,50.0,5,0
5,1,5,4.04401666667,1.0,1,0
3,1,3,69.6079666667,10.0,5,0
5,3,5,4.32898333333,50.0,1,0
5,3,5,273.753083333,100.0,5,0
5,3,5,7.18168333333,50.0,1,0
3,1,3,85.6334166667,100.0,3,0
5,5,3,43.4811166667,100.0,5,0
3,3,5,10.0580166667,20.0,5,0
5,3,3,21.7614,5.0,5,0
3,3,3,32.2645,500.0,1,0
5,5,5,15.7149666667,10.0,5,0
3,5,5,17.7142166667,50.0,5,0
5,3,5,57.2714166667,30.0,5,0
5,1,1,6.14973333333,150.0,1,0
5,3,5,14.12475,1000.0,1,0
5,3,5,20.9885,18.25,1,0
5,3,5,2.96518333333,10.0,5,0
5,3,5,0.0,2000.0,5,0
5,5,5,33.4827666667,250.0,1,0
3,1,5,0.0,100.0,5,0
3,3,3,18.1990333333,102.0,1,0
5,1,5,12.9261333333,66.73,5,0
3,1,5,0.0,5000.0,1,0
5,3,5,36.4074833333,100.0,1,0
5,3,3,33.65915,2500.0,1,0
5,3,5,6.96086666667,100.0,3,0
3,5,5,40.4185,1000.0,1,0
3,3,5,24.0388,50.0,1,0
3,3,5,107.571883333,50.0,3,0
1,3,5,23.5144833333,100.0,1,0
5,3,5,102.226383333,250.0,1,0
5,1,3,15.19965,100.0,1,0
5,3,5,2.90646666667,300.0,1,0
3,1,5,60.6632666667,52.62,5,0
5,3,5,48.7966833333,2685.2,1,0
3,3,5,11.3328166667,100.0,3,0
5,5,5,0.0,1000.0,1,0
5,3,5,7.26626666667,50.0,3,0
5,3,5,6.36088333333,1200.0,5,0
3,3,5,31.6619166667,200.0,1,0
5,3,5,0.0,10.0,5,0
5,3,3,66.39415,100.0,5,0
3,5,5,5.31125,1000.0,5,0
5,1,5,61.2390833333,25.0,1,0
3,5,5,60.1253666667,100.0,1,0
3,1,3,6.82303333333,100.0,1,0
5,5,3,4.12018333333,250.0,5,0
3,3,5,15.9465833333,10.0,1,0
5,3,3,37.99395,300.0,5,0
5,5,3,42.32125,1000.0,5,0
5,3,5,8.89276666667,30.0,5,0
5,5,5,28.83755,2000.0,1,0
5,3,5,6.21993333333,200.0,1,0
3,1,5,30.5282166667,500.0,1,0
3,1,3,22.8193333333,200.0,1,0
5,5,3,41.2239666667,100.0,1,0
3,5,5,8.31186666667,2500.0,3,0
5,3,5,0.0,25.0,1,0
5,3,1,8.26573333333,50.0,5,0
3,1,5,7.65151666667,100.0,1,0
5,3,5,22.55005,500.0,1,0
5,3,5,9.67931666667,100.0,5,0
5,1,5,67.9879666667,2000.0,1,0
5,5,5,0.0,100.0,3,0
1,1,5,40.6612,53.8,5,0
5,5,5,21.0464333333,200.0,3,0
5,1,5,15.72665,10.0,3,0
5,3,5,59.2235666667,2500.0,5,0
1,1,5,0.0,580.0,1,0
5,1,3,12.2015333333,5.0,5,0
3,7,5,8.70055,1000.0,5,0
3,3,3,26.5307,50.0,1,0
5,3,3,6.00436666667,100.0,1,0
1,1,5,13.8388333333,100.0,1,0
3,3,5,12.5707833333,50.0,1,0
5,1,5,0.0,500.0,1,0
5,5,5,16.5813666667,300.0,1,0
5,3,5,0.0,100.0,3,0
3,3,5,16.88135,100.0,5,0
3,5,5,309.669666667,10.0,3,0
5,1,3,151.546133333,1.0,1,0
5,3,5,61.8933833333,20.0,1,0
5,5,5,3.45025,150.0,5,0
5,3,5,0.0,50.0,1,0
3,5,5,0.0,500.0,1,0
5,3,5,0.0,100.0,3,0
5,3,5,8.26356666667,500.0,5,0
5,3,5,41.3380666667,500.0,5,0
3,7,5,0.0,1000.0,5,0
3,7,5,0.0,100.0,5,0
5,1,5,0.968733333333,50.0,1,0
3,3,5,8.14941666667,10.0,1,0
3,3,5,0.0,200.0,1,0
5,5,3,36.61135,20.0,3,0
5,3,5,3.05653333333,5000.0,5,0
5,1,5,13.3861166667,1.0,3,0
1,7,5,11.0952,500.0,1,0
5,3,5,0.0,1500.0,5,0
5,3,5,24.3984,10.0,1,0
5,7,5,24.3558833333,150.0,5,0
5,3,5,8.39871666667,100.0,1,0
1,3,5,0.0,100.0,1,0
5,1,5,16.8663166667,100.0,5,0
5,5,5,22.4259833333,500.0,5,0
5,3,5,0.0,1000.0,1,0
1,1,5,0.0,10.0,1,0
5,3,5,118.705866667,10.0,5,0
5,1,3,1.71301666667,50.0,1,0
5,3,5,119.830883333,2100.0,1,0
5,1,3,4.74128333333,200.0,5,0
5,3,5,0.0,275.0,1,0
5,1,5,0.0,27.0,1,0
5,1,5,6.71578333333,1.0,1,0
5,3,5,19.5684333333,1500.0,5,0
5,3,3,39.9698,100.0,1,0
3,1,5,0.0,25.0,1,0
5,5,5,11.2095833333,50.0,1,0
5,3,5,15.8116833333,50.0,5,0
5,5,5,8.4035,100.0,1,0
3,3,5,17.86535,5000.0,5,0
3,3,5,0.0,500.0,1,0
5,3,5,22.4538666667,500.0,1,0
5,3,5,10.3618666667,50.0,5,0
3,3,5,6.17095,100.0,5,0
5,3,5,32.7223,200.0,5,0
5,3,5,35.4508166667,50.0,1,0
5,3,5,9.21586666667,100.0,5,0
5,3,3,1.28923333333,500.0,3,0
5,3,3,17.8335666667,25.0,5,0
5,1,5,17.4641166667,50.0,1,0
5,5,5,15.6330666667,300.0,5,0
3,3,5,60.339,50.0,1,0
5,5,5,8.58483333333,150.0,5,0
5,1,5,11.97285,25.0,5,0
5,3,5,12.1578166667,50.0,1,0
3,1,5,0.0,500.0,3,0
1,1,5,51.3309166667,1000.0,5,0
5,5,3,12.68415,135.0,5,0
3,3,3,6.60333333333,47.1,1,0
5,3,5,12.1172666667,15.0,3,0
1,1,5,0.0,500.0,1,0
5,1,5,0.0,200.0,5,0
5,3,5,0.0,100.0,3,0
5,3,5,91.3649166667,100.0,1,0
3,1,5,13.1017666667,27.0,1,0
5,5,3,70.2336833333,70.0,3,0
3,3,5,0.0,500.0,1,0
3,3,5,14.0723666667,500.0,1,0
5,3,5,12.08885,5000.0,3,0
5,1,5,25.7902,1500.0,1,0
3,1,5,13.565,100.0,5,0
3,1,5,103.387166667,200.0,1,0
3,7,5,100.47095,10.0,1,0
5,5,5,79.41055,1000.0,5,0
5,1,3,4.45481666667,500.0,1,0
3,1,3,1.17278333333,100.0,1,0
5,1,5,11.782,50.0,3,0
5,3,3,12.2200666667,500.0,1,0
3,1,5,5.99141666667,100.0,1,0
3,3,5,24.20395,1000.0,3,0
5,1,5,0.0,460.0,1,0
3,3,5,2.21091666667,1000.0,5,0
3,3,3,1.78085,10.0,5,0
5,1,1,36.0967,200.0,1,0
3,3,3,4.18543333333,500.0,1,0
5,5,5,0.0,20.0,5,0
5,3,3,43.3078666667,25.0,5,0
1,1,5,0.0,50.0,1,0
1,1,5,4.57853333333,50.0,1,0
3,1,3,46.7192166667,200.0,1,0
5,1,5,12.3346,10.0,1,0
5,3,3,0.145983333333,1400.0,5,0
5,1,5,0.0,50.0,5,0
3,3,5,8.73451666667,50.0,5,0
5,5,5,0.0,50.0,3,0
5,5,5,0.0,25.0,5,0
5,1,5,15.5228166667,50.0,5,0
5,5,5,5.84706666667,100.0,5,0
5,1,5,0.0,200.0,5,0
5,5,5,0.0,1000.0,3,0
5,5,5,0.0,100.0,5,0
5,5,5,7.17958333333,5000.0,1,0
5,1,5,18.59005,500.0,5,0
5,3,5,53.5182,2500.0,5,0
5,5,5,0.0,2000.0,5,0
5,5,3,22.9566333333,2500.0,1,0
5,1,5,17.6022333333,900.0,1,0
5,1,5,0.0,500.0,1,0
3,3,5,4.60545,25.0,5,0
3,1,5,98.18605,250.0,5,0
3,1,5,2.26198333333,20.0,1,0
5,1,5,8.31596666667,220.0,5,0
3,1,5,7.1575,30.0,3,0
5,1,3,9.08445,40.0,1,0
5,3,5,7.6704,80.0,1,0
5,5,5,10.6045666667,1000.0,3,0
3,3,1,7.2176,500.0,1,0
1,5,5,0.0,500.0,1,0
5,5,5,10.4197833333,500.0,5,0
5,3,5,28.5161,1000.0,3,0
5,3,5,0.0,100.0,5,0
3,1,5,4.5515,1000.0,5,0
5,3,5,0.0,500.0,5,0
3,3,5,22.2291166667,25.0,1,0
5,3,3,2.73091666667,500.0,5,0
3,1,5,30.54975,5.0,3,0
3,3,3,27.88795,2500.0,1,0
5,1,5,4.61058333333,100.0,1,0
5,1,5,0.0,5.0,1,0
5,3,5,1.29236666667,1000.0,1,0
5,5,5,17.3053333333,1000.0,5,0
5,3,5,8.2333,25.0,1,0
3,3,5,35.3521,25.0,1,0
5,1,1,36.2083666667,1000.0,1,0
3,3,5,0.0,25.0,1,0
5,3,5,7.89735,10.0,3,0
3,3,1,37.8425166667,500.0,1,0
5,3,5,38.1290833333,0.26,1,0
3,3,5,137.136233333,1000.0,1,0
5,3,5,16.6011333333,2000.0,1,0
5,5,5,8.74805,1000.0,5,0
3,3,5,23.1381333333,500.0,1,0
5,1,5,0.0,1000.0,3,0
5,5,5,24.3400833333,150.0,5,0
5,1,3,5.35231666667,5.0,1,0
5,3,3,25.1846333333,1000.0,1,0
5,3,5,21.8480333333,100.0,5,0
5,3,5,72.18765,20.0,5,0
3,1,5,30.9722333333,100.0,1,0
5,3,1,35.2337333333,100.0,5,0
5,3,5,25.6673333333,100.0,1,0
5,3,3,8.30725,500.0,5,0
5,3,5,0.0,10.0,1,0
5,3,5,1.49148333333,5000.0,5,0
5,3,5,104.740083333,150.0,1,0
5,3,5,17.1935166667,100.0,3,0
5,5,5,32.8296,20.0,5,0
5,1,3,2.01786666667,20.0,1,0
5,1,5,33.6510166667,100.0,5,0
5,3,3,136.327966667,100.0,5,0
5,5,5,0.0,50.0,5,0
3,1,5,6.69855,100.0,1,0
3,1,5,0.0,1000.0,1,0
1,1,5,0.0,500.0,1,0
5,3,5,95.99745,550.0,5,0
3,3,1,23.8543166667,50.0,3,0
5,3,5,0.0,500.0,1,0
5,3,3,54.43155,120.0,1,0
5,5,5,0.0,2500.0,5,0
5,3,5,18.5571166667,10.0,5,0
1,1,5,29.6054,42.0,1,0
1,3,5,110.1358,100.0,1,0
5,3,5,35.5967666667,100.0,1,0
5,3,5,0.0,200.0,5,0
3,3,5,0.0,1500.0,1,0
3,5,5,68.1403666667,200.0,5,0
5,5,5,5.41258333333,1500.0,1,0
5,1,3,4.0846,76.0,3,0
5,5,5,34.5721833333,5000.0,1,0
5,3,5,50.9115,50.0,3,0
3,1,5,21.35445,1000.0,3,0
3,3,5,14.95045,450.0,3,0
5,5,5,0.0,100.0,1,0
5,5,3,26.6373166667,1250.0,1,0
5,1,5,7.8832,10.0,1,0
3,5,3,34.9316333333,3000.0,1,0
3,1,5,110.129816667,100.0,3,0
5,3,5,118.906616667,20.0,3,0
3,1,3,8.00941666667,10.0,1,0
